KL, 000272, 10.0
KK, 000271, 10.0
KJ, 000270, 10.0
KI, 000269, 10.0
KH, 000268, 10.0
KG, 000267, 10.0
KF, 000266, 10.0
KE, 000265, 10.0
KD, 000264, 10.0
KC, 000263, 10.0
KB, 000262, 10.0
KA, 000261, 10.0
Justin Bieber, 000678, 1337.0
Johnathan Arbuckle, 000677, 555.0
JZ, 000260, 9.0
JY, 000259, 9.0
JX, 000258, 9.0
JW, 000257, 9.0
JV, 000256, 9.0
JU, 000255, 9.0
JT, 000254, 9.0
JS, 000253, 9.0
JR, 000252, 9.0
JQ, 000251, 9.0
JP, 000250, 9.0
JO, 000249, 9.0
JN, 000248, 9.0
JM, 000247, 9.0
JL, 000246, 9.0
JK, 000245, 9.0
JJ, 000244, 9.0
JI, 000243, 9.0
JH, 000242, 9.0
JG, 000241, 9.0
JF, 000240, 9.0
JE, 000239, 9.0
JD, 000238, 9.0
JC, 000237, 9.0
JB, 000236, 9.0
JA, 000235, 9.0
IZ, 000234, 8.0
IY, 000233, 8.0
IX, 000232, 8.0
IW, 000231, 8.0
IV, 000230, 8.0
IU, 000229, 8.0
IT, 000228, 8.0
IS, 000227, 8.0
IR, 000226, 8.0
IQ, 000225, 8.0
IP, 000224, 8.0
IO, 000223, 8.0
IN, 000222, 8.0
IM, 000221, 8.0
IL, 000220, 8.0
IK, 000219, 8.0
IJ, 000218, 8.0
II, 000217, 8.0
IH, 000216, 8.0
IG, 000215, 8.0
IF, 000214, 8.0
IE, 000213, 8.0
ID, 000212, 8.0
IC, 000211, 8.0
IB, 000210, 8.0
IA, 000209, 8.0
HZ, 000208, 7.0
HY, 000207, 7.0
HX, 000206, 7.0
HW, 000205, 7.0
HV, 000204, 7.0
HU, 000203, 7.0
HT, 000202, 7.0
HS, 000201, 7.0
HR, 000200, 7.0
HQ, 000199, 7.0
HP, 000198, 7.0
HO, 000197, 7.0
HN, 000196, 7.0
HM, 000195, 7.0
HL, 000194, 7.0
HK, 000193, 7.0
HJ, 000192, 7.0
HI, 000191, 7.0
HH, 000190, 7.0
HG, 000189, 7.0
HF, 000188, 7.0
HE, 000187, 7.0
HD, 000186, 7.0
HC, 000185, 7.0
HB, 000184, 7.0
HA, 000183, 7.0
GZ, 000182, 6.0
GY, 000181, 6.0
GX, 000180, 6.0
GW, 000179, 6.0
GV, 000178, 6.0
GU, 000177, 6.0
GT, 000176, 6.0
GS, 000175, 6.0
GR, 000174, 6.0
GQ, 000173, 6.0
GP, 000172, 6.0
GO, 000171, 6.0
GN, 000170, 6.0
GM, 000169, 6.0
GL, 000168, 6.0
GK, 000167, 6.0
GJ, 000166, 6.0
GI, 000165, 6.0
GH, 000164, 6.0
GG, 000163, 6.0
GF, 000162, 6.0
GE, 000161, 6.0
GD, 000160, 6.0
GC, 000159, 6.0
GB, 000158, 6.0
GA, 000157, 6.0
FZ, 000156, 5.0
FY, 000155, 5.0
FX, 000154, 5.0
FW, 000153, 5.0
FV, 000152, 5.0
FU, 000151, 5.0
FT, 000150, 5.0
FS, 000149, 5.0
FR, 000148, 5.0
FQ, 000147, 5.0
FP, 000146, 5.0
FO, 000145, 5.0
FN, 000144, 5.0
FM, 000143, 5.0
FL, 000142, 5.0
FK, 000141, 5.0
FJ, 000140, 5.0
FI, 000139, 5.0
FH, 000138, 5.0
FG, 000137, 5.0
FF, 000136, 5.0
FE, 000135, 5.0
FD, 000134, 5.0
FC, 000133, 5.0
FB, 000132, 5.0
FA, 000131, 5.0
EZ, 000130, 4.0
EY, 000129, 4.0
EX, 000128, 4.0
EW, 000127, 4.0
EV, 000126, 4.0
EU, 000125, 4.0
ET, 000124, 4.0
ES, 000123, 4.0
ER, 000122, 4.0
EQ, 000121, 4.0
EP, 000120, 4.0
EO, 000119, 4.0
EN, 000118, 4.0
EM, 000117, 4.0
EL, 000116, 4.0
EK, 000115, 4.0
EJ, 000114, 4.0
EI, 000113, 4.0
EH, 000112, 4.0
EG, 000111, 4.0
EF, 000110, 4.0
EE, 000109, 4.0
ED, 000108, 4.0
EC, 000107, 4.0
EB, 000106, 4.0
EA, 000105, 4.0
DZ, 000104, 3.0
DY, 000103, 3.0
DX, 000102, 3.0
DW, 000101, 3.0
DV, 000100, 3.0
DU, 000099, 3.0
DT, 000098, 3.0
DS, 000097, 3.0
DR, 000096, 3.0
DQ, 000095, 3.0
DP, 000094, 3.0
DO, 000093, 3.0
DN, 000092, 3.0
DM, 000091, 3.0
DL, 000090, 3.0
DK, 000089, 3.0
DJ, 000088, 3.0
DI, 000087, 3.0
DH, 000086, 3.0
DG, 000085, 3.0
DF, 000084, 3.0
DE, 000083, 3.0
DD, 000082, 3.0
DC, 000081, 3.0
DB, 000080, 3.0
DA, 000079, 3.0
CZ, 000078, 2.0
CY, 000077, 2.0
CX, 000076, 2.0
CW, 000075, 2.0
CV, 000074, 2.0
CU, 000073, 2.0
CT, 000072, 2.0
CS, 000071, 2.0
CR, 000070, 2.0
CQ, 000069, 2.0
CP, 000068, 2.0
CO, 000067, 2.0
CN, 000066, 2.0
CM, 000065, 2.0
CL, 000064, 2.0
CK, 000063, 2.0
CJ, 000062, 2.0
CI, 000061, 2.0
CH, 000060, 2.0
CG, 000059, 2.0
CF, 000058, 2.0
CE, 000057, 2.0
CD, 000056, 2.0
CC, 000055, 2.0
CB, 000054, 2.0
CA, 000053, 2.0
BZ, 000052, 1.0
BY, 000051, 1.0
BX, 000050, 1.0
BW, 000049, 1.0
BV, 000048, 1.0
BU, 000047, 1.0
BT, 000046, 1.0
BS, 000045, 1.0
BR, 000044, 1.0
BQ, 000043, 1.0
BP, 000042, 1.0
BO, 000041, 1.0
BN, 000040, 1.0
BM, 000039, 1.0
BL, 000038, 1.0
BK, 000037, 1.0
BJ, 000036, 1.0
BI, 000035, 1.0
BH, 000034, 1.0
BG, 000033, 1.0
BF, 000032, 1.0
BE, 000031, 1.0
BD, 000030, 1.0
BC, 000029, 1.0
BB, 000028, 1.0
BA, 000027, 1.0
AZ, 000026, 0.0
AY, 000025, 0.0
AX, 000024, 0.0
AW, 000023, 0.0
AV, 000022, 0.0
AU, 000021, 0.0
AT, 000020, 0.0
AS, 000019, 0.0
AR, 000018, 0.0
AQ, 000017, 0.0
AP, 000016, 0.0
AO, 000015, 0.0
AN, 000014, 0.0
AM, 000013, 0.0
AL, 000012, 0.0
AK, 000011, 0.0
AJ, 000010, 0.0
AI, 000009, 0.0
AH, 000008, 0.0
AG, 000007, 0.0
AF, 000006, 0.0
AE, 000005, 0.0
AD, 000004, 0.0
AC, 000003, 0.0
AB, 000002, 0.0
AA, 000001, 0.0
